Miembro,Telefono Empresa,Web,Localidad,Provincia
CONSEJO DE LA MAGISTRATURA DE LA CIUDAD AUTONOMA DE BUENOS AIRES,,www.consejo.jusbaires.gob.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
CORTUC S.A.,4788-9555,www.fonoglobal.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
DANAIDE SA,0810-999-3262,www.danaide.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
ELECTROCOMPONENTES SA,011 4375-3366,www.electrocomponentes.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
ELECTRONICA ELEMON S.A,4523-5555,www.elemon.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
EUROSAT S.A. (ANTINA),(02983) 513040,www.eternet.cc,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
EXO S.A.,4021-5431 /30,www.exo.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
FACEBOOK ARGENTINA S.R.L.,541150773400,www.facebook.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
FUNDACION INNOVAT (INNOVARED),4322-8488,www.innova-red.net/,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
FURUKAWA ELECTRIC LATAM S.A.,011-4326-4440,www.furukawa.com.br,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
GOOGLE INFRAESTRUCTURA ARGENTINA SRL,,,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
HUARP S.R.L. (PROZCENTER),5031-5525,www.prozcenter.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
IDT CORPORATION ARGENTINA S.A,54 11-5354-9000,www.idtlatam.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
IMAGEN SATELITAL S.A. (TURNER INTERNACIONAL ARGENTINA),5411 4894-7000,www.turnerargentina.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
INTEL SOFTWARE DE ARGENTINA S.A.,(011) 4515-4200,www.intel.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
INTERDOTNET ARGENTINA S.A.,011-5032 9999,www.intermediasp.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
INTERNET WINDS AG SA,(0221) 5130100,www.iwinds.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
INTERWARP SAS,011 6246 0109,www.interwarp.net,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
IPNEXT S.A.,5368-4000,www.ipnext.net.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
JR INTERCOM S.R.L.,011 4657-9649,www.jrintercom.net,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
LINEIP SRL,,www.lineip.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
LINK NET ARGENTINA SRL,011 5279-6000,www.link.net.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
LLAMADAIP S.R.L,5258-8200,www.llamadaip.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
MINISTERIO PUBLICO DE LA CIUDAD AUTONOMA DE BUENOS AIRES,,www.fiscalias.gob.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
NEC ARGENTINA S.A.,4010-6000,www.nec.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
NETPATAGONIA S.A.S.,4345-3270,www.netpatagonia.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
NSS SA / IPLAN,0800 345 0000,www.iplan.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
PADTEC SA,11 5272-2010,www.padtec.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
PCCP S.A.,0810-345-9800,www.pccp.net.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
PERALTA LEANDRO NAHUEL (FLASHNETCARRILLO),,,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
PLANEX S.A.,4315-3217,www.planex.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
PRISMA MEDIOS DE PAGO S.A.,4379-3300,www.prismamediosdepago.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
RED LINK S.A.,4119-1200,www.redlink.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
SERVICIOS Y TELECOMUNICACIONES S.A.,(54-11) 4138-1800,www.syt.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
"SES, SISTEMAS ELECTRONICOS SA",5453-8469,www.ses.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
SION SA,0810 999 0100,www.sion.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
SOLUTION BOX S.R.L.,54 11 6091-1200,www.solutionbox.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
SPRYNET SRL,11 3776-2181,,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
TECOAR SA,(54)(011) 5268-0000,www.tecoar.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
TELCONET S.A.,(011) 4328-7800,www.telconet.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
TELECENTRO S.A.,0800-322-9500,www.telecentro.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
TELEMUNDO 10 SRL,(011) 4305-2121,www.telemundo10.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
TELMEX ARGENTINA S.A.,,www.claro.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
UNIVERSIDAD ARGENTINA DE LA EMPRESA (UADE),4000-7600,www.uade.edu.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
VERIZON ARGENTINA SRL (ex UUNET),(54 11) 4515-6100,www.verizonbusiness.com,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
VIZION GROUP S.R.L.,5632-8333,www.viziongroup.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
VOCALSAT ARGENTINA S.A. (SKYTEL),11 45975000/9025/9022,www.skytel.com.ar,Ciudad Autónoma de Buenos AiresBUENOS AIRES,
ADVANTUN SRL,5365-8800,www.advantun.com,Ciudad Evita,BUENOS AIRES
JUMPNET SOLUCIONES DE INTERNET S.R.L.,011-6632-6600,www.jumpnet.com.ar,Ciudad Evita,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Ciudad Evita,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Ciudad Jardín,BUENOS AIRES
VER TV SA/TELERED,0810-810-22253,www.telered.com.ar,Ciudad Jardín,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Ciudadela,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Ciudadela,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Ciudadela,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Ciudadela,BUENOS AIRES
ETERNET SRL,(02983) 513040,www.eternet.cc,Claromeco,BUENOS AIRES
CIUDAD GLOBAL S.A.,0291-455-8448,www.ciudadglobal.com.ar,Claromecó,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Claypole,BUENOS AIRES
COSEIDI SA,5277-9700,www.fiber.net.ar,Claypole,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Claypole,BUENOS AIRES
"SES, SISTEMAS ELECTRONICOS SA",5453-8469,www.ses.com.ar,Claypole,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Claypole,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Colón,BUENOS AIRES
,"COOPERATIVA DE SERVICIOS ELECTRICOS, SOCIALES, VIVIENDA Y CREDITO DE COLON B A",www.cecolon.com.ar,Colón,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Colón,BUENOS AIRES
NODOCOOP FEDERACION DE COOPERATIVAS LTDA,(02923) 494200,www.nodocoop.com.ar,Colonia San José,BUENOS AIRES
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,Colonia Sarmiento,BUENOS AIRES
COOPERATIVA DE ELECTRICIDAD Y SERVICIOS ANEXOS DE DIONISIA LTDA,,www.coopdionisia.com.ar,Comandante Nicanor Otamendi,BUENOS AIRES
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,Comodoro Rivadavia,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Conesa,BUENOS AIRES
CIUDAD GLOBAL S.A.,0291-455-8448,www.ciudadglobal.com.ar,Copetonas,BUENOS AIRES
ETERNET SRL,(02983) 513040,www.eternet.cc,Copetonas,BUENOS AIRES
CPS.COMUNICACIONES SA /METROTEL,(011) 6091-1000,www.metrotel.com.ar,CÓRDOBA,BUENOS AIRES
CPS.COMUNICACIONES SA /METROTEL,(011) 6091-1000,www.metrotel.com.ar,Córdoba,BUENOS AIRES
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,CÓRDOBA,BUENOS AIRES
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Córdoba,BUENOS AIRES
CIUDAD GLOBAL S.A.,0291-455-8448,www.ciudadglobal.com.ar,Coronel Dorrego,BUENOS AIRES
ETERNET SRL,(02983) 513040,www.eternet.cc,Coronel Dorrego,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Coronel Pringles,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Coronel Seguí,BUENOS AIRES
ELEVATE S.R.L. (FASTNET),0800 333 3278,www.fastnet.com.ar,Coronel Suarez,BUENOS AIRES
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Coronel Suarez,BUENOS AIRES
,COOPERATIVA TELEFONICA Y OTROS SERVICIOS DE SANTA CLARA DEL MAR LIMITADA COOTELSER,www.cootelser.com.ar,Coronel Vidal,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Coronel Vidal,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Coronel Vidal,BUENOS AIRES
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Corralito,BUENOS AIRES
DANAIDE SA,0810-999-3262,www.danaide.com.ar,Costa Azul,BUENOS AIRES
TVC 5 SA,(02257) 420081,www.tvc5sa.com.ar,Costa Azul,BUENOS AIRES
ATLANTICA VIDEO CABLE SA,(02246) 420282 / 810,www.avcsa.com.ar,Costa Chica,BUENOS AIRES
DANAIDE SA,0810-999-3262,www.danaide.com.ar,Costa Chica,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Costa Chica,BUENOS AIRES
VAGNER ILYA (MEGA RED DIGITAL),(02246) 431-119,www.megaredwifi.com.ar,Costa Chica,BUENOS AIRES
ATLANTICA VIDEO CABLE SA,(02246) 420282 / 810,www.avcsa.com.ar,Costa del Este,BUENOS AIRES
DANAIDE SA,0810-999-3262,www.danaide.com.ar,Costa del Este,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Costa del Este,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Crucesita,BUENOS AIRES
TELECENTRO S.A.,0800-322-9500,www.telecentro.com.ar,Crucesita,BUENOS AIRES
ANTENA DELTA SRL (WIREDCOM),11 5258-0496,www.wiredcom.com.ar,Cuartel V,BUENOS AIRES
JUMPNET SOLUCIONES DE INTERNET S.R.L.,011-6632-6600,www.jumpnet.com.ar,Cuartel V,BUENOS AIRES
SN COMUNICACIONES SRL (SN WIFI),0800 345 6666,www.snwifi.com.ar,Cuartel V,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Curupaytí,BUENOS AIRES
BROADBANDTECH SA (BBT),011 6385-9100,www.bbt.com.ar,Daireaux,BUENOS AIRES
,"CELDA COOPERATIVA DE SERVICIOS ELECTRICOS,OBRAS Y SERVICIOS PUBLICOS,ASISTENCIALES Y CREDITO,VIVIENDA Y CONSUMO DE DARREGUEIRA LTDA",,,BUENOS AIRES
ETERNET SRL,(02983) 513040,www.eternet.cc,De La Garma,BUENOS AIRES
COMUNITEL SA,(02320) 400989,www.comunitelsa.com.ar,Del Viso,BUENOS AIRES
COOPERATIVA TELEFÓNICA DE VIVIENDA Y OTROS SERVICIOS PÚBLICOS DEL VISO LTDA,,www.telviso.com.ar,Del Viso,BUENOS AIRES
FIBER2HOME S.A.,011 5353-6511,www.fiber2home.com.ar,Del Viso,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Del Viso,BUENOS AIRES
VER TV SA/TELERED,0810-810-22253,www.telered.com.ar,Del Viso,BUENOS AIRES
JUMPNET SOLUCIONES DE INTERNET S.R.L.,011-6632-6600,www.jumpnet.com.ar,Derqui,BUENOS AIRES
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,Diadema,BUENOS AIRES
ANTENA DELTA SRL (WIREDCOM),11 5258-0496,www.wiredcom.com.ar,Dique Lujan,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Dock Sud,BUENOS AIRES
TELECENTRO S.A.,0800-322-9500,www.telecentro.com.ar,Dock Sud,BUENOS AIRES
VISIO RED SRL,1151993126,www.visio.red,Dock Sud,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Dolores,BUENOS AIRES
MEGATRANS SA,4343-5657,www.megatrans.com.ar,Dolores,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Dolores,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Dolores,BUENOS AIRES
EMPRESA DE SERVICIOS Y APLICACIONES TECNOLOGICAS SRL,(02225) 426024 // (02225) 4260,www.wicom.com.ar,Domselaar,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Domselaar,BUENOS AIRES
TELEFAS S.A. (VIDEO CABLE DOMSELAAR),0222 5491360,,Domselaar,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Don Bosco,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Don Orione,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Don Torcuato,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Don Torcuato Este,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Don Torcuato Este,BUENOS AIRES
"SES, SISTEMAS ELECTRONICOS SA",5453-8469,www.ses.com.ar,Don Torcuato Este,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Don Torcuato Este,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Don Torcuato Oeste,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Don Torcuato Oeste,BUENOS AIRES
SN COMUNICACIONES SRL (SN WIFI),0800 345 6666,www.snwifi.com.ar,El Arco,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,El Jaguel,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,El Libertador,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,El Palomar,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,El Palomar,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,El Palomar,BUENOS AIRES
ETERNET SRL,(02983) 513040,www.eternet.cc,El Perdido,BUENOS AIRES
TVC 5 SA,(02257) 420081,www.tvc5sa.com.ar,El Pinar,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,El Porvenir,BUENOS AIRES
TVC 5 SA,(02257) 420081,www.tvc5sa.com.ar,El Silvio,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,El Talar de Pacheco,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,El Talar de Pacheco,BUENOS AIRES
GENERACION WIFI S.A. (ASTESANO INFORMATICA),02262-430943,www.airfibra.com.ar,Energia,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Ensenada,BUENOS AIRES
CITARELLA SA,(0221) 422-9600,www.citarella.com.ar,Ensenada,BUENOS AIRES
INTERNET WINDS AG SA,(0221) 5130100,www.iwinds.com.ar,Ensenada,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Ensenada,BUENOS AIRES
SANTA CRUZ AUGUSTO JULIAN (SONYTEL),0221 - 4416900,www.sonytel.com.ar,Ensenada,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Ensenada,BUENOS AIRES
SISTA S.A.,(0221) 4275510,www.sista.com.ar,Ensenada,BUENOS AIRES
SOLUCIONES WISP S.A. (INTERNET WISP),0221-4453445,www.wisp.com.ar,ENSENADA,BUENOS AIRES
GOW INTERNET SRL,(11) 52758500 / 081-3456-469,www.gowinternet.com.ar,Escobar,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Escobar,BUENOS AIRES
NODOCOOP FEDERACION DE COOPERATIVAS LTDA,(02923) 494200,www.nodocoop.com.ar,Espartillar,BUENOS AIRES
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,Esquel,BUENOS AIRES
GRUPO FULLSAT SRL,6091-8244 / 6009-7100,www.fullsat.com.ar,Esteban Echeverria,BUENOS AIRES
BERTORA RICARDO JORGE (EZ-NET),54 11 4116-2292,www.ez-net.com.ar,Esteban Etcheverria,BUENOS AIRES
IPNEXT S.A.,5368-4000,www.ipnext.net.ar,Exaltación de la Cruz,BUENOS AIRES
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Exaltación de la Cruz,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Ezeiza,BUENOS AIRES
CPS.COMUNICACIONES SA /METROTEL,(011) 6091-1000,www.metrotel.com.ar,Ezeiza,BUENOS AIRES
EFEYSE SRL (INTERNET LOCAL),02226-423000,www.internetlocal.com.ar,Ezeiza,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Ezeiza,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Ezeiza,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Ezeiza,BUENOS AIRES
COSEIDI SA,5277-9700,www.fiber.net.ar,Ezpeleta,BUENOS AIRES
GALLO VICENTE (GYATEL),11 4226-7304,www.gyatel.com.ar,Ezpeleta,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Ezpeleta,BUENOS AIRES
COSEIDI SA,5277-9700,www.fiber.net.ar,Ezpeleta Oeste,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Ezpeleta Oeste,BUENOS AIRES
COOPERATIVA DE SERVICIOS PUBLICOS DE FATIMA LIMITADA (COSEFA),0230-4490900/4444110,www.cosefa.com.ar,FATIMA,BUENOS AIRES
VER TV SA/TELERED,0810-810-22253,www.telered.com.ar,Fátima,BUENOS AIRES
,"CELDA COOPERATIVA DE SERVICIOS ELECTRICOS,OBRAS Y SERVICIOS PUBLICOS,ASISTENCIALES Y CREDITO,VIVIENDA Y CONSUMO DE DARREGUEIRA LTDA",,,BUENOS AIRES
EMPRESA DE SERVICIOS DE TELEVISION POR CABLE S.A.5217-6427,,,Ferré,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Florencio Varela,BUENOS AIRES
CITARELLA SA,(0221) 422-9600,www.citarella.com.ar,Florencio Varela,BUENOS AIRES
,"COOPERATIVA DE OBRAS, SERVICIOS PUBLICOS, VIVIENDA Y CREDITO TRES LIMITES LIMITADA",www.c3l.com.ar,Florencio Varela,BUENOS AIRES
COSEIDI SA,5277-9700,www.fiber.net.ar,Florencio Varela,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Florencio Varela,BUENOS AIRES
IPNEXT S.A.,5368-4000,www.ipnext.net.ar,Florencio Varela,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Florencio Varela,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Florencio Varela,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Florentino Ameghino,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Florida,BUENOS AIRES
TELECENTRO S.A.,0800-322-9500,www.telecentro.com.ar,Florida,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Florida Oeste,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Fortin Tiburcio,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Fortin Tiburcio,BUENOS AIRES
JUMPNET SOLUCIONES DE INTERNET S.R.L.,011-6632-6600,www.jumpnet.com.ar,Francisco Alvarez,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Gahan,BUENOS AIRES
UGALDE JUAN IGNACIO,0249-4438824,www.duppini.com.ar,GARDEY,BUENOS AIRES
COOPERATIVA DE PROVISION DE SERVICIOS PUBLICOS DE TORTUGUITAS LTDA,,www.cooptortu.com.ar,Garin,BUENOS AIRES
COOPERATIVA TELEFÓNICA DE VIVIENDA Y OTROS SERVICIOS PÚBLICOS DEL VISO LTDA,,www.telviso.com.ar,Garin,BUENOS AIRES
,"COOPERATIVA TELEFÓNICA Y DE OTROS SERVICIOS PÚBLICOS, CONSUMO Y VIVIENDA LOPEZ CAMELO LTDA (COTELCAM)",,Garin,BUENOS AIRES
GOW INTERNET SRL,(11) 52758500 / 081-3456-469,www.gowinternet.com.ar,Garin,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Garin,BUENOS AIRES
VER TV SA/TELERED,0810-810-22253,www.telered.com.ar,Garin,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Garín,BUENOS AIRES
COOPERATIVA DE ELECTRICIDAD DE TRENQUE LAUQUEN,02392-4100031/410005,www.cooptl.com.ar,Garre,BUENOS AIRES
BROADBANDTECH SA (BBT),011 6385-9100,www.bbt.com.ar,General Alvear,BUENOS AIRES
EMPRESA DE SERVICIOS DE TELEVISION POR CABLE S.A.5217-6427,,,General Arenales,BUENOS AIRES
INTEGRA-NET S.A.,2243 453941,,General Belgrano,BUENOS AIRES
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,General Belgrano,BUENOS AIRES
ATLANTICA VIDEO CABLE SA,(02246) 420282 / 810,www.avcsa.com.ar,General Conesa,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,General Conesa,BUENOS AIRES
CATTANEO LUIS E. (BBL-Net / Velostar ),0291 452-4444,www.bbl-net.com.ar,General Daniel Cerri,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,General Guido,BUENOS AIRES
ELEVATE S.R.L. (FASTNET),0800 333 3278,www.fastnet.com.ar,General Lamadrid,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,General Lamadrid,BUENOS AIRES
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,General Lamadrid,BUENOS AIRES
ATLANTICA VIDEO CABLE SA,(02246) 420282 / 810,www.avcsa.com.ar,General Lavalle,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,General Lavalle,BUENOS AIRES
VAGNER ILYA (MEGA RED DIGITAL),(02246) 431-119,www.megaredwifi.com.ar,General Lavalle,BUENOS AIRES
COOPERATIVA TELEFÓNICA DE PINAMAR LTDA / TELPIN02254 483000,,www.telpin.com.ar,General Madariaga,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,General Mansilla,BUENOS AIRES
IPNEXT S.A.,5368-4000,www.ipnext.net.ar,General O'Brien,BUENOS AIRES
GOW INTERNET SRL,(11) 52758500 / 081-3456-469,www.gowinternet.com.ar,General Pacheco,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,General Pacheco,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,General Pacheco,BUENOS AIRES
,COOPERATIVA TELEFONICA Y OTROS SERVICIOS DE SANTA CLARA DEL MAR LIMITADA COOTELSER,www.cootelser.com.ar,General Piran,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,General Piran,BUENOS AIRES
IPNEXT S.A.,5368-4000,www.ipnext.net.ar,General Rodriguez,BUENOS AIRES
"SES, SISTEMAS ELECTRONICOS SA",5453-8469,www.ses.com.ar,General Rodriguez,BUENOS AIRES
TELMEX ARGENTINA S.A.,,www.claro.com.ar,General Rodriguez,BUENOS AIRES
VER TV SA/TELERED,0810-810-22253,www.telered.com.ar,General Rodriguez,BUENOS AIRES
MONICA VIVIANA GRAMAGLIA,0810 222 6654,www.pconline.com.ar,General Rodriguez,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,General San Martín,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Gerli,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Gerli,BUENOS AIRES
TELECENTRO S.A.,0800-322-9500,www.telecentro.com.ar,Gerli,BUENOS AIRES
COOPERATIVA DE ELECTRICIDAD DE TRENQUE LAUQUEN,02392-4100031/410005,www.cooptl.com.ar,Girodias,BUENOS AIRES
EMPRESA DE SERVICIOS Y APLICACIONES TECNOLOGICAS SRL,(02225) 426024 // (02225) 4260,www.wicom.com.ar,Glew,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Glew,BUENOS AIRES
INTERNET WINDS AG SA,(0221) 5130100,www.iwinds.com.ar,Gonnet,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Gonnet,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Gonnet,BUENOS AIRES
INFOSPORT SA ( TELWINET),0220-4924-393,www.telwinet.com.ar,Gonzalez Catan,BUENOS AIRES
